,index,Rs income in constant $,Rs job is secure,Respondents income,Number of hours usually work a week,General happiness,income
30399,30399,6876,,$8000 to 9999,,Very happy,6876.0
30400,30400,42020,,$25000 or more,,Very happy,42020.0
30403,30403,10505,,$10000 - 14999,,Pretty happy,10505.0
30404,30404,24830,,$25000 or more,,Pretty happy,24830.0
30410,30410,21010,,$25000 or more,,Pretty happy,21010.0
30412,30412,4202,,$5000 to 5999,,Pretty happy,4202.0
30413,30413,12415,,$15000 - 19999,,Pretty happy,12415.0
30414,30414,24830,,$25000 or more,,Very happy,24830.0
30415,30415,42020,,$25000 or more,,Pretty happy,42020.0
30417,30417,21010,,$25000 or more,,Very happy,21010.0
30421,30421,10505,,$10000 - 14999,,Pretty happy,10505.0
30423,30423,17954,,$20000 - 24999,,Pretty happy,17954.0
30427,30427,34380,,$25000 or more,,Pretty happy,34380.0
30429,30429,6876,,$8000 to 9999,,Pretty happy,6876.0
30431,30431,97684,,$25000 or more,,Pretty happy,97684.0
30432,30432,5730,,$7000 to 7999,,Pretty happy,5730.0
30436,30436,17954,,$20000 - 24999,,Pretty happy,17954.0
30437,30437,16235,,$20000 - 24999,,Very happy,16235.0
30438,30438,51570,,$25000 or more,,Very happy,51570.0
30440,30440,4966,,$6000 to 6999,,Very happy,4966.0
30442,30442,34380,,$25000 or more,,Very happy,34380.0
30444,30444,97684,,$25000 or more,,Very happy,97684.0
30445,30445,34380,,$25000 or more,,Very happy,34380.0
30446,30446,42020,,$25000 or more,,Very happy,42020.0
30447,30447,8595,,$10000 - 14999,,Pretty happy,8595.0
30448,30448,28650,,$25000 or more,50,Very happy,28650.0
30449,30449,6876,,$8000 to 9999,,Pretty happy,6876.0
30450,30450,6876,,$8000 to 9999,,Pretty happy,6876.0
30451,30451,12415,,$15000 - 19999,,Pretty happy,12415.0
30452,30452,12415,,$15000 - 19999,,Very happy,12415.0
30454,30454,21010,,$25000 or more,,Pretty happy,21010.0
30455,30455,16235,,$20000 - 24999,,Pretty happy,16235.0
30456,30456,24830,,$25000 or more,,,24830.0
30458,30458,24830,,$25000 or more,,Very happy,24830.0
30459,30459,21010,,$25000 or more,,Pretty happy,21010.0
30460,30460,28650,,$25000 or more,,Pretty happy,28650.0
30462,30462,42020,,$25000 or more,,Very happy,42020.0
30463,30463,21010,,$25000 or more,,Very happy,21010.0
30464,30464,34380,,$25000 or more,,Not too happy,34380.0
30465,30465,28650,,$25000 or more,,Very happy,28650.0
30466,30466,16235,,$20000 - 24999,,Pretty happy,16235.0
30467,30467,34380,,$25000 or more,,Very happy,34380.0
30468,30468,28650,,$25000 or more,,Pretty happy,28650.0
30469,30469,34380,,$25000 or more,,Very happy,34380.0
30470,30470,42020,,$25000 or more,45,Very happy,42020.0
30471,30471,34380,,$25000 or more,,Very happy,34380.0
30472,30472,42020,,$25000 or more,,Not too happy,42020.0
30474,30474,14325,,$15000 - 19999,,Pretty happy,14325.0
30475,30475,10505,,$10000 - 14999,,Pretty happy,10505.0
30478,30478,16235,,$20000 - 24999,,Pretty happy,16235.0
30479,30479,382,,Lt $1000,,Pretty happy,382.0
30480,30480,42020,,$25000 or more,,Very happy,42020.0
30482,30482,14325,,$15000 - 19999,,Pretty happy,14325.0
30483,30483,1528,,$1000 to 2999,,Pretty happy,1528.0
30484,30484,16235,,$20000 - 24999,,Very happy,16235.0
30485,30485,24830,,$25000 or more,,Very happy,24830.0
30486,30486,34380,,$25000 or more,,Pretty happy,34380.0
30487,30487,42020,,$25000 or more,,Pretty happy,42020.0
30488,30488,28650,,$25000 or more,,Pretty happy,28650.0
30489,30489,3438,,$4000 to 4999,,Pretty happy,3438.0
30496,30496,6876,,$8000 to 9999,,Very happy,6876.0
30498,30498,10505,,$10000 - 14999,47,Pretty happy,10505.0
30500,30500,21010,,$25000 or more,,Not too happy,21010.0
30501,30501,24830,,$25000 or more,,Not too happy,24830.0
30502,30502,42020,,$25000 or more,,Very happy,42020.0
30503,30503,10505,,$10000 - 14999,,Pretty happy,10505.0
30504,30504,16235,,$20000 - 24999,,Pretty happy,16235.0
30508,30508,16235,,$20000 - 24999,,Very happy,16235.0
30509,30509,6876,,$8000 to 9999,,Pretty happy,6876.0
30513,30513,21010,,$25000 or more,,Pretty happy,21010.0
30514,30514,6876,,$8000 to 9999,,Pretty happy,6876.0
30515,30515,97684,,$25000 or more,,Very happy,97684.0
30516,30516,21010,,$25000 or more,,Very happy,21010.0
30520,30520,4966,,$6000 to 6999,,Pretty happy,4966.0
30522,30522,24830,,$25000 or more,,Pretty happy,24830.0
30523,30523,28650,,$25000 or more,,Pretty happy,28650.0
30524,30524,17954,,$20000 - 24999,,Not too happy,17954.0
30527,30527,42020,,$25000 or more,,Very happy,42020.0
30528,30528,42020,,$25000 or more,,Pretty happy,42020.0
30530,30530,42020,,$25000 or more,,Very happy,42020.0
30531,30531,3438,,$4000 to 4999,,Pretty happy,3438.0
30532,30532,34380,,$25000 or more,,Pretty happy,34380.0
30534,30534,24830,,$25000 or more,,Pretty happy,24830.0
30536,30536,34380,,$25000 or more,,Pretty happy,34380.0
30538,30538,10505,,$10000 - 14999,,Pretty happy,10505.0
30539,30539,24830,,$25000 or more,,Pretty happy,24830.0
30540,30540,12415,,$15000 - 19999,,Pretty happy,12415.0
30542,30542,24830,,$25000 or more,,Pretty happy,24830.0
30543,30543,2674,,$3000 to 3999,,Pretty happy,2674.0
30545,30545,10505,,$10000 - 14999,,Pretty happy,10505.0
30546,30546,12415,,$15000 - 19999,,Pretty happy,12415.0
30547,30547,10505,,$10000 - 14999,,Pretty happy,10505.0
30548,30548,14325,,$15000 - 19999,,Pretty happy,14325.0
30549,30549,4966,,$6000 to 6999,,Very happy,4966.0
30551,30551,10505,,$10000 - 14999,,Very happy,10505.0
30552,30552,28650,,$25000 or more,,Pretty happy,28650.0
30553,30553,34380,,$25000 or more,,Pretty happy,34380.0
30554,30554,51570,,$25000 or more,,Pretty happy,51570.0
30556,30556,21010,,$25000 or more,,Pretty happy,21010.0
30558,30558,34380,,$25000 or more,,Pretty happy,34380.0
30559,30559,34380,,$25000 or more,,Very happy,34380.0
30563,30563,6876,,$8000 to 9999,,Not too happy,6876.0
30565,30565,12415,,$15000 - 19999,40,Not too happy,12415.0
30569,30569,14325,,$15000 - 19999,,Pretty happy,14325.0
30571,30571,6876,,$8000 to 9999,,Very happy,6876.0
30577,30577,12415,,$15000 - 19999,,Very happy,12415.0
30578,30578,34380,,$25000 or more,,Pretty happy,34380.0
30580,30580,34380,,$25000 or more,,Very happy,34380.0
30582,30582,21010,,$25000 or more,,Very happy,21010.0
30583,30583,28650,,$25000 or more,40,Not too happy,28650.0
30584,30584,12415,,$15000 - 19999,,Pretty happy,12415.0
30585,30585,16235,,$20000 - 24999,,Pretty happy,16235.0
30586,30586,6876,,$8000 to 9999,,Not too happy,6876.0
30587,30587,34380,,$25000 or more,,Very happy,34380.0
30590,30590,12415,,$15000 - 19999,,Pretty happy,12415.0
30592,30592,21010,,$25000 or more,,Pretty happy,21010.0
30593,30593,3438,,$4000 to 4999,,Pretty happy,3438.0
30594,30594,21010,,$25000 or more,,Pretty happy,21010.0
30595,30595,8595,,$10000 - 14999,,Pretty happy,8595.0
30596,30596,21010,,$25000 or more,,Very happy,21010.0
30597,30597,17954,,$20000 - 24999,,Pretty happy,17954.0
30598,30598,12415,,$15000 - 19999,,Pretty happy,12415.0
30601,30601,2674,,$3000 to 3999,,Pretty happy,2674.0
30603,30603,42020,,$25000 or more,,Pretty happy,42020.0
30604,30604,16235,,$20000 - 24999,,Pretty happy,16235.0
30606,30606,6876,,$8000 to 9999,,Pretty happy,6876.0
30607,30607,16235,,$20000 - 24999,,Very happy,16235.0
30609,30609,17954,,$20000 - 24999,,Very happy,17954.0
30610,30610,34380,,$25000 or more,,Very happy,34380.0
30611,30611,34380,,$25000 or more,,Pretty happy,34380.0
30612,30612,6876,,$8000 to 9999,,Very happy,6876.0
30613,30613,42020,,$25000 or more,,Pretty happy,42020.0
30614,30614,34380,,$25000 or more,,Very happy,34380.0
30616,30616,1528,,$1000 to 2999,,Pretty happy,1528.0
30619,30619,1528,,$1000 to 2999,,Pretty happy,1528.0
30622,30622,28650,,$25000 or more,,Not too happy,28650.0
30624,30624,14325,,$15000 - 19999,,Not too happy,14325.0
30625,30625,21010,,$25000 or more,,Pretty happy,21010.0
30626,30626,17954,,$20000 - 24999,,Not too happy,17954.0
30627,30627,14325,,$15000 - 19999,60,Not too happy,14325.0
30628,30628,10505,,$10000 - 14999,,Pretty happy,10505.0
30630,30630,42020,,$25000 or more,,Pretty happy,42020.0
30631,30631,10505,,$10000 - 14999,,Very happy,10505.0
30632,30632,3438,,$4000 to 4999,,Very happy,3438.0
30633,30633,4966,,$6000 to 6999,,Pretty happy,4966.0
30634,30634,8595,,$10000 - 14999,,Pretty happy,8595.0
30635,30635,6876,,$8000 to 9999,,Pretty happy,6876.0
30636,30636,34380,,$25000 or more,,Very happy,34380.0
30637,30637,2674,,$3000 to 3999,,Pretty happy,2674.0
30638,30638,12415,,$15000 - 19999,,Pretty happy,12415.0
30639,30639,42020,,$25000 or more,,Very happy,42020.0
30640,30640,10505,,$10000 - 14999,,Pretty happy,10505.0
30641,30641,10505,,$10000 - 14999,,Pretty happy,10505.0
30642,30642,3438,,$4000 to 4999,,Very happy,3438.0
30643,30643,4966,,$6000 to 6999,,Pretty happy,4966.0
30644,30644,34380,,$25000 or more,,Very happy,34380.0
30645,30645,4202,,$5000 to 5999,,Not too happy,4202.0
30646,30646,17954,,$20000 - 24999,,Pretty happy,17954.0
30647,30647,14325,,$15000 - 19999,,Pretty happy,14325.0
30648,30648,5730,,$7000 to 7999,,Pretty happy,5730.0
30651,30651,5730,,$7000 to 7999,,Pretty happy,5730.0
30653,30653,21010,,$25000 or more,,Pretty happy,21010.0
30656,30656,12415,,$15000 - 19999,,Not too happy,12415.0
30657,30657,12415,,$15000 - 19999,,Pretty happy,12415.0
30658,30658,10505,,$10000 - 14999,,Pretty happy,10505.0
30660,30660,10505,,$10000 - 14999,,Pretty happy,10505.0
30666,30666,12415,,$15000 - 19999,,Pretty happy,12415.0
30667,30667,14325,,$15000 - 19999,,Pretty happy,14325.0
30668,30668,28650,,$25000 or more,,Very happy,28650.0
30669,30669,28650,,$25000 or more,,Pretty happy,28650.0
30671,30671,42020,,$25000 or more,,Pretty happy,42020.0
30672,30672,24830,,$25000 or more,,Pretty happy,24830.0
30673,30673,24830,,$25000 or more,,Very happy,24830.0
30674,30674,3438,,$4000 to 4999,,Very happy,3438.0
30675,30675,42020,,$25000 or more,,Very happy,42020.0
30677,30677,21010,,$25000 or more,,Pretty happy,21010.0
30678,30678,12415,,$15000 - 19999,,Pretty happy,12415.0
30680,30680,10505,,$10000 - 14999,,Not too happy,10505.0
30682,30682,34380,,$25000 or more,,Pretty happy,34380.0
30683,30683,3438,,$4000 to 4999,45,Not too happy,3438.0
30684,30684,10505,,$10000 - 14999,,Not too happy,10505.0
30686,30686,28650,,$25000 or more,,Pretty happy,28650.0
30687,30687,12415,,$15000 - 19999,,Very happy,12415.0
30689,30689,24830,,$25000 or more,,Pretty happy,24830.0
30690,30690,16235,,$20000 - 24999,,Pretty happy,16235.0
30691,30691,21010,,$25000 or more,,Very happy,21010.0
30693,30693,17954,,$20000 - 24999,,Not too happy,17954.0
30695,30695,42020,,$25000 or more,,Very happy,42020.0
30696,30696,6876,,$8000 to 9999,,Pretty happy,6876.0
30701,30701,3438,,$4000 to 4999,,Not too happy,3438.0
30702,30702,28650,,$25000 or more,,Pretty happy,28650.0
30703,30703,1528,,$1000 to 2999,,Pretty happy,1528.0
30704,30704,1528,,$1000 to 2999,,Very happy,1528.0
30706,30706,8595,,$10000 - 14999,,Pretty happy,8595.0
30707,30707,51570,,$25000 or more,,Pretty happy,51570.0
30709,30709,4202,,$5000 to 5999,,Pretty happy,4202.0
30710,30710,5730,,$7000 to 7999,,Pretty happy,5730.0
30712,30712,8595,,$10000 - 14999,,Pretty happy,8595.0
30713,30713,3438,,$4000 to 4999,,Pretty happy,3438.0
30722,30722,10505,,$10000 - 14999,,Pretty happy,10505.0
30723,30723,382,,Lt $1000,,Pretty happy,382.0
30724,30724,8595,,$10000 - 14999,,Pretty happy,8595.0
30725,30725,16235,,$20000 - 24999,,Very happy,16235.0
30730,30730,42020,,$25000 or more,,Very happy,42020.0
30731,30731,2674,,$3000 to 3999,,Pretty happy,2674.0
30733,30733,24830,,$25000 or more,,Not too happy,24830.0
30734,30734,16235,,$20000 - 24999,,Pretty happy,16235.0
30735,30735,8595,,$10000 - 14999,,Pretty happy,8595.0
30736,30736,21010,,$25000 or more,,Pretty happy,21010.0
30737,30737,14325,,$15000 - 19999,,Pretty happy,14325.0
30738,30738,17954,,$20000 - 24999,,Not too happy,17954.0
30740,30740,6876,,$8000 to 9999,,Pretty happy,6876.0
30743,30743,8595,,$10000 - 14999,,Pretty happy,8595.0
30745,30745,97684,,$25000 or more,,Pretty happy,97684.0
30747,30747,97684,,$25000 or more,,Pretty happy,97684.0
30748,30748,8595,,$10000 - 14999,,Very happy,8595.0
30750,30750,97684,,$25000 or more,,Very happy,97684.0
30751,30751,97684,,$25000 or more,,Very happy,97684.0
30752,30752,34380,,$25000 or more,,Pretty happy,34380.0
30755,30755,21010,,$25000 or more,,Pretty happy,21010.0
30756,30756,17954,,$20000 - 24999,,Not too happy,17954.0
30757,30757,10505,,$10000 - 14999,,Pretty happy,10505.0
30758,30758,24830,,$25000 or more,,Pretty happy,24830.0
30759,30759,8595,,$10000 - 14999,,Pretty happy,8595.0
30760,30760,34380,,$25000 or more,,Very happy,34380.0
30761,30761,34380,,$25000 or more,,Not too happy,34380.0
30762,30762,16235,,$20000 - 24999,,Pretty happy,16235.0
30763,30763,16235,,$20000 - 24999,,Pretty happy,16235.0
30765,30765,14325,,$15000 - 19999,40,Pretty happy,14325.0
30768,30768,382,,Lt $1000,,Very happy,382.0
30769,30769,4966,,$6000 to 6999,,Pretty happy,4966.0
30770,30770,21010,,$25000 or more,,Very happy,21010.0
30773,30773,21010,,$25000 or more,,Not too happy,21010.0
30774,30774,21010,,$25000 or more,,Pretty happy,21010.0
30776,30776,6876,,$8000 to 9999,,Not too happy,6876.0
30777,30777,34380,,$25000 or more,,Pretty happy,34380.0
30778,30778,17954,,$20000 - 24999,,Pretty happy,17954.0
30782,30782,21010,,$25000 or more,,Pretty happy,21010.0
30784,30784,14325,,$15000 - 19999,,Pretty happy,14325.0
30786,30786,28650,,$25000 or more,,Very happy,28650.0
30787,30787,4202,,$5000 to 5999,,Very happy,4202.0
30789,30789,24830,,$25000 or more,,Not too happy,24830.0
30790,30790,24830,,$25000 or more,,Pretty happy,24830.0
30791,30791,28650,,$25000 or more,,Pretty happy,28650.0
30792,30792,17954,,$20000 - 24999,,Very happy,17954.0
30793,30793,16235,,$20000 - 24999,,Very happy,16235.0
30794,30794,21010,,$25000 or more,,Very happy,21010.0
30796,30796,10505,,$10000 - 14999,,Pretty happy,10505.0
30797,30797,21010,,$25000 or more,,Pretty happy,21010.0
30799,30799,5730,,$7000 to 7999,,Not too happy,5730.0
30800,30800,1528,,$1000 to 2999,,Pretty happy,1528.0
30801,30801,382,,Lt $1000,,Pretty happy,382.0
30802,30802,14325,,$15000 - 19999,,Pretty happy,14325.0
30803,30803,382,,Lt $1000,,Very happy,382.0
30804,30804,6876,,$8000 to 9999,,Very happy,6876.0
30806,30806,1528,,$1000 to 2999,,Very happy,1528.0
30807,30807,17954,,$20000 - 24999,,Very happy,17954.0
30808,30808,14325,,$15000 - 19999,,Very happy,14325.0
30809,30809,17954,,$20000 - 24999,,Pretty happy,17954.0
30810,30810,17954,,$20000 - 24999,,Pretty happy,17954.0
30812,30812,8595,,$10000 - 14999,,Pretty happy,8595.0
30813,30813,8595,,$10000 - 14999,,Very happy,8595.0
30814,30814,42020,,$25000 or more,,Very happy,42020.0
30815,30815,3438,,$4000 to 4999,,Pretty happy,3438.0
30816,30816,382,,Lt $1000,,Very happy,382.0
30817,30817,21010,,$25000 or more,,Very happy,21010.0
30818,30818,4966,,$6000 to 6999,,Not too happy,4966.0
30819,30819,5730,,$7000 to 7999,,Pretty happy,5730.0
30820,30820,12415,,$15000 - 19999,,Pretty happy,12415.0
30821,30821,6876,,$8000 to 9999,,Pretty happy,6876.0
30822,30822,8595,,$10000 - 14999,20,Pretty happy,8595.0
30823,30823,4966,,$6000 to 6999,50,Not too happy,4966.0
30826,30826,97684,,$25000 or more,,Pretty happy,97684.0
30827,30827,24830,,$25000 or more,,Pretty happy,24830.0
30828,30828,16235,,$20000 - 24999,,Very happy,16235.0
30829,30829,8595,,$10000 - 14999,,Very happy,8595.0
30830,30830,17954,,$20000 - 24999,,Pretty happy,17954.0
30831,30831,14325,,$15000 - 19999,,Pretty happy,14325.0
30832,30832,21010,,$25000 or more,,Pretty happy,21010.0
30833,30833,34380,,$25000 or more,,Very happy,34380.0
30835,30835,24830,,$25000 or more,,Pretty happy,24830.0
30837,30837,16235,,$20000 - 24999,,Pretty happy,16235.0
30838,30838,21010,,$25000 or more,,Very happy,21010.0
30839,30839,34380,,$25000 or more,,Very happy,34380.0
30843,30843,4202,,$5000 to 5999,,Pretty happy,4202.0
30844,30844,16235,,$20000 - 24999,,Very happy,16235.0
30845,30845,1528,,$1000 to 2999,,Pretty happy,1528.0
30846,30846,21010,,$25000 or more,,Not too happy,21010.0
30847,30847,14325,,$15000 - 19999,,Very happy,14325.0
30848,30848,8595,,$10000 - 14999,,Very happy,8595.0
30849,30849,34380,,$25000 or more,,Not too happy,34380.0
30850,30850,10505,,$10000 - 14999,,Very happy,10505.0
30852,30852,24830,,$25000 or more,,Pretty happy,24830.0
30853,30853,17954,,$20000 - 24999,,Pretty happy,17954.0
30854,30854,1528,,$1000 to 2999,,Pretty happy,1528.0
30856,30856,16235,,$20000 - 24999,,Very happy,16235.0
30858,30858,24830,,$25000 or more,,Pretty happy,24830.0
30859,30859,51570,,$25000 or more,,Very happy,51570.0
30860,30860,42020,,$25000 or more,,Pretty happy,42020.0
30861,30861,42020,,$25000 or more,,Very happy,42020.0
30863,30863,5730,,$7000 to 7999,,Pretty happy,5730.0
30865,30865,28650,,$25000 or more,,Very happy,28650.0
30868,30868,21010,,$25000 or more,,Pretty happy,21010.0
30869,30869,34380,,$25000 or more,,Very happy,34380.0
30870,30870,24830,,$25000 or more,40,Pretty happy,24830.0
30871,30871,42020,,$25000 or more,,Pretty happy,42020.0
30875,30875,97684,,$25000 or more,,Very happy,97684.0
30877,30877,97684,,$25000 or more,,Pretty happy,97684.0
30879,30879,34380,,$25000 or more,,Pretty happy,34380.0
30880,30880,12415,,$15000 - 19999,,Pretty happy,12415.0
30881,30881,34380,,$25000 or more,,Pretty happy,34380.0
30882,30882,10505,,$10000 - 14999,,Pretty happy,10505.0
30883,30883,5730,,$7000 to 7999,,Pretty happy,5730.0
30884,30884,24830,,$25000 or more,,Pretty happy,24830.0
30886,30886,34380,,$25000 or more,,Very happy,34380.0
30887,30887,17954,,$20000 - 24999,,Very happy,17954.0
30892,30892,10505,,$10000 - 14999,,Not too happy,10505.0
30895,30895,10505,,$10000 - 14999,,Very happy,10505.0
30896,30896,2674,,$3000 to 3999,,Very happy,2674.0
30897,30897,5730,,$7000 to 7999,,Pretty happy,5730.0
30898,30898,3438,,$4000 to 4999,,Not too happy,3438.0
30899,30899,8595,,$10000 - 14999,,Pretty happy,8595.0
30900,30900,6876,,$8000 to 9999,,Not too happy,6876.0
30901,30901,24830,,$25000 or more,,Pretty happy,24830.0
30902,30902,51570,,$25000 or more,,Pretty happy,51570.0
30903,30903,2674,,$3000 to 3999,,Pretty happy,2674.0
30909,30909,8595,,$10000 - 14999,,Pretty happy,8595.0
30910,30910,17954,,$20000 - 24999,,Very happy,17954.0
30913,30913,1528,,$1000 to 2999,,Very happy,1528.0
30914,30914,12415,,$15000 - 19999,,Not too happy,12415.0
30916,30916,17954,,$20000 - 24999,,Pretty happy,17954.0
30917,30917,14325,,$15000 - 19999,,Pretty happy,14325.0
30918,30918,8595,,$10000 - 14999,,Pretty happy,8595.0
30919,30919,24830,,$25000 or more,,Pretty happy,24830.0
30920,30920,8595,,$10000 - 14999,,Not too happy,8595.0
30922,30922,34380,,$25000 or more,,Pretty happy,34380.0
30923,30923,6876,,$8000 to 9999,,Pretty happy,6876.0
30927,30927,4202,,$5000 to 5999,,Pretty happy,4202.0
30928,30928,42020,,$25000 or more,,Very happy,42020.0
30929,30929,382,,Lt $1000,,Pretty happy,382.0
30930,30930,382,,Lt $1000,,Pretty happy,382.0
30932,30932,5730,,$7000 to 7999,,Pretty happy,5730.0
30933,30933,3438,,$4000 to 4999,,Very happy,3438.0
30934,30934,28650,,$25000 or more,,Pretty happy,28650.0
30935,30935,17954,,$20000 - 24999,,Very happy,17954.0
30936,30936,34380,,$25000 or more,,Pretty happy,34380.0
30937,30937,14325,,$15000 - 19999,,Pretty happy,14325.0
30938,30938,6876,,$8000 to 9999,,Very happy,6876.0
30940,30940,14325,,$15000 - 19999,,Very happy,14325.0
30941,30941,34380,,$25000 or more,50,Very happy,34380.0
30942,30942,34380,,$25000 or more,,Very happy,34380.0
30943,30943,21010,,$25000 or more,,Very happy,21010.0
30944,30944,10505,,$10000 - 14999,,Very happy,10505.0
30945,30945,12415,,$15000 - 19999,,Pretty happy,12415.0
30946,30946,12415,,$15000 - 19999,,Very happy,12415.0
30948,30948,17954,,$20000 - 24999,,Pretty happy,17954.0
30949,30949,16235,,$20000 - 24999,,Pretty happy,16235.0
30950,30950,4202,,$5000 to 5999,,Very happy,4202.0
30951,30951,16235,,$20000 - 24999,,Pretty happy,16235.0
30952,30952,24830,,$25000 or more,,Pretty happy,24830.0
30954,30954,14325,,$15000 - 19999,,Pretty happy,14325.0
30956,30956,14325,,$15000 - 19999,,Very happy,14325.0
30957,30957,2674,,$3000 to 3999,,Very happy,2674.0
30958,30958,10505,,$10000 - 14999,,Not too happy,10505.0
30959,30959,12415,,$15000 - 19999,,Very happy,12415.0
